Temperature,Meeting Friends/Family (Indoor) High ,Meeting Friends/Family (Indoor) Moderate ,Meeting Friends/Family (Outdoor) High ,Meeting Friends/Family (Outdoor) Moderate ,Domestic Travel High ,Domestic Travel Moderate ,International Travel High ,International Travel Moderate ,Cafes and Restaurants High ,Cafes and Restaurants Moderate ,Pubs and Bars High ,Pubs and Bars Moderate ,Sports and Leisure High ,Sports and Leisure Moderate ,Hospitals/ Care and Nursing Home Visits High ,Hospitals/ Care and Nursing Home Visits Moderate ,Non-Essential Shops ,School Closure ,Rt<1
9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,0
9.04,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,0
11.04,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,0
8.23,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,0
10.4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,0
8.77,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,0
7.87,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,0
8.71,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,0
9.35,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,0
9.73,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,0
7.88,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,0
7.9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,0
13.3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,0
12.21,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,0
15.19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,0
12.31,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,0
13.77,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,0
11.06,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,0
11.86,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,0
11.46,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,0
12.98,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,0
12.19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,0
12.58,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,0
12.22,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,0
12.3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,0
12.56,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,0
14.79,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,0
11.15,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,0
11.74,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,0
9.83,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,0
9.72,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,0
11.31,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,0
10.04,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,0
10.19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,0
11.98,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,0
10.05,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,0
11,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,0
11.02,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,0
12.96,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,0
9.46,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,0
10.94,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,0
8.69,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,0
8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,0
9.46,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,0
10.56,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,0
10.42,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0
10.23,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,0
9.14,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,0
14.92,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,0
11.92,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,0
14.5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,0
10.94,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,0
13.33,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,0
11.53,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,0
10.14,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,0
12.74,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,0
14.46,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,0
15.04,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0
14.34,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,0
11.25,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,0
11.35,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,0
11.57,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,0
14.08,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,0
7.2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,0
13.31,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,0
10.77,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,0
7.49,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,0
14.65,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,0
15.79,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,0
15.67,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,0
13.94,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,0
8.52,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,0
13.77,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,0
11.48,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,0
13.69,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,1
12.62,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,0
14.71,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,0
11.83,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,0
10.23,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,0
15.86,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,0
15.85,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,0
15.71,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,0
14.23,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,0
11.91,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,0
15.85,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,0
14.87,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,0
15.83,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,1
13.85,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,0
13.96,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,0
14.15,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,0
11.04,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,0
13.66,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,0
16.48,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,0
14.9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,0
16.21,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,0
13.93,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,0
13.1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,0
13.56,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,0
17.65,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,1
8.15,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,0
12.52,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,0
9.9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,0
9.27,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,0
11.05,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,0
14.81,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,0
13.46,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0
13.83,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,0
10.24,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,0
5.88,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,0
7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,0
9.02,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,1
4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,0
7.66,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,0
6.04,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,0
5.43,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,0
8.85,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,0
7.67,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,0
8.96,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0
6.81,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,0
4.03,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,0
7.07,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,0
6.47,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,0
8.15,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,1
5.42,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,0
7.52,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,0
8.15,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,0
6.45,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,0
6.86,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,0
6.15,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,0
7.31,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,0
6.92,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,0
4.71,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,0
10.63,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,0
9.31,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,0
10.1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,1
10.04,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,0
10.49,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,0
8.17,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,0
8.15,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,0
8.84,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,0
9.33,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,0
10.1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,0
9.58,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,0
9.91,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,0
11.38,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,0
9.77,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,0
12.27,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,1
7.56,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,0
12.85,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,0
10.78,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,0
8.12,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,0
10.3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,0
12.02,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,0
13.19,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,0
12.23,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,0
10.07,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,0
8.62,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
8.57,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
11.12,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,1
7.38,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
11.21,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
9.73,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,0
7.97,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
10.48,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,0
9.52,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,0
10.65,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1
9.4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
7.24,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
6.65,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
7.96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
10.29,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,1
6.25,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
8.1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
7.92,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,0
7.18,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
10.29,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,0
7.27,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,0
8.31,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1
7.35,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
5.92,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
8.54,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
9.28,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
11.71,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,1
6.83,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
10.79,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
10.04,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,0
8.38,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
11.07,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,0
11.08,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,0
12.06,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,1
9.44,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
7.49,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
8.98,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
10.67,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
12.27,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,1
7.31,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
10.58,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
10.12,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,0
9.19,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
12.3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,0
10.25,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,0
11.71,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,1
9.69,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
7.44,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
10.16,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
11.23,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
13.35,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,1
8.45,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
12.35,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
11.19,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,1
9.41,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
13.3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,0
11.56,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,0
13.38,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,1
10.89,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
8.7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
11.07,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
11.62,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
14.19,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
8.77,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
13.44,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
11.17,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,1
10.53,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
14.06,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
12.27,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
14.27,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
11.83,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
9.79,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
11.62,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
12.17,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
14.65,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
8.71,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
13.23,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
10.79,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,1
10.62,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
12.12,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
12.98,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
14.56,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
12.49,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
9.6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
11.24,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
9.98,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
14.25,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
8.19,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
13.96,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
11.4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,1
11.16,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
10.94,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
13.83,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
14.33,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
12.6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
10.33,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
10.43,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
9.33,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
10.38,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
9.54,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
12.98,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
10.5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,1
10.61,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
9.45,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
12.67,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
13.54,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
9.65,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
9.81,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
13.13,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
12.06,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
13.46,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
10.46,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
12.75,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
9.75,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,1
9.14,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
8.22,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
12.48,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
12.06,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
13.11,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
11.22,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
10.49,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
10.51,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
13.83,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
7.08,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
11.21,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
7.54,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
9.78,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
11.56,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
11.79,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
11.48,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
9.57,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
7.07,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
8.3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
9.04,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
5.96,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
8.81,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
7.62,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
7.83,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
9.76,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
7.69,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
7.38,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
6.02,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
7.7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
9.57,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
11.02,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
7.07,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
9.02,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
8.2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
6.95,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
10.02,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
8.48,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
9.5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
8.7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
5.94,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
8.21,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
10.02,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
10.33,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
9.31,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
9.62,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
8.48,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
7.56,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
10.2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
7.85,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
9.4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
8.28,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
7.35,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
8.68,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
10.15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
11.33,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
