Temperature,Meeting Friends/Family (Indoor) High ,Meeting Friends/Family (Indoor) Moderate ,Meeting Friends/Family (Outdoor) High ,Meeting Friends/Family (Outdoor) Moderate ,Domestic Travel High ,Domestic Travel Moderate ,International Travel High ,International Travel Moderate ,Cafes and Restaurants High ,Cafes and Restaurants Moderate ,Pubs and Bars High ,Pubs and Bars Moderate ,Sports and Leisure High ,Sports and Leisure Moderate ,Hospitals/ Care and Nursing Home Visits High ,Hospitals/ Care and Nursing Home Visits Moderate ,Non-Essential Shops ,School Closure ,Rt<1
8.81,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
10.75,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
8.92,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
8.6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
11.24,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
9.25,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
10.56,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
9.35,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
7.03,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
9.75,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
11.1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
12.58,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
9.81,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
10.69,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
10.12,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
10.01,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
9.99,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
9.33,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
9.58,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
10.21,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
8.48,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
9.78,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
10.38,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
12.94,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
8.83,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
11.11,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
9.52,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
9.31,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
10.47,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
9.58,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
10.1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
10.67,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
9.19,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
9.76,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
10.28,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
12.72,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
7.91,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
12.62,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
10.26,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
9.81,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
12.41,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
12.23,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
12.96,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
10.43,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
8.41,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
8.47,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
8.66,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
11.08,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
6.56,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
10.91,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
9.94,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
9.17,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
10.83,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
9.69,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
11.27,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
9.88,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
7.31,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
9.69,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
8.6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
11.56,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
7.85,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
11.35,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
10.31,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
10.6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
11.48,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
10.75,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
12.1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
10.23,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
8.83,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
13.33,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
12.48,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
15.65,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
12.54,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
14.48,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
11.75,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
10.45,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
11.24,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
14.31,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
13.79,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
14.02,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
12.26,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
16.53,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
16.35,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
18.17,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
14.17,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
14.42,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
13.6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
13.47,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
13.11,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
16.48,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
15.81,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
16.44,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
13.53,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
17.31,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
15.79,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
17.85,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
14.83,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
16.04,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
14.06,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
13.66,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
15.65,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
17.33,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
17.71,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
17.17,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
14.96,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
8.88,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
9.17,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
12.73,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
6.08,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
9.56,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
8.98,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
6.67,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
12.78,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
10.6,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
12.23,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
9.81,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
6.25,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
5.82,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
7.36,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
8.62,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
6.26,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
7.5,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
6.96,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
6.42,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
8.56,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
6.34,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
7.91,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
6.28,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
4.03,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
7.34,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
7.79,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
10.25,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
7.42,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
9.67,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
8.71,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
7.75,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
7.37,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
7.79,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
8.38,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
8.02,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
6.34,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
6.19,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
7.69,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
9.52,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
4.65,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
8.65,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
7.1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
6.9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
8.85,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
7.83,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
9.02,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
7.29,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
4.58,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
8.45,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
7.24,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
8.91,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
8.83,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
8.64,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
8.02,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
7.7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
7.92,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
7.91,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
8.52,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
8.22,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
6.38,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
9.95,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
10.43,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
13,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
10.44,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
10.92,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
10.02,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
9.09,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
8.54,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
10.12,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
10.35,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
10.1,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
8.32,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
10.61,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
11.62,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
13.79,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
10.69,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
12.35,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
10.6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
10.38,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
10.61,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
11.23,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
11.58,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
11.67,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
9.32,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
13.36,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
14.54,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
15.69,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
12.33,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
13.67,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
12.1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
10.7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
12.24,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
11.44,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
11.71,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
12.92,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
11.56,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
14.27,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
16.49,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
17.9,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
13.27,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
14.67,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
13.81,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
12.2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
12.32,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
12.4,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
12.71,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
14.73,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
11.47,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
16.52,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
16.81,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
20,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
14.46,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
16.12,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
15.04,0,7,0,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,1
13.06,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
13.56,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
13.04,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
13.04,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
17.92,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
13.35,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
19.24,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
18.66,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
21.94,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
16.18,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
17.15,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
12,0,7,0,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,1
14.47,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
13.96,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
16.44,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
15.42,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
18.79,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
17.18,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
17.81,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
19,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
22.25,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
15.1,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
16.69,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
12.96,0,7,0,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,1
11.9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
15.74,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
16.83,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
15.67,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
17.1,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
15.31,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
15.3,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
17.94,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
19.23,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
13.79,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
15.31,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
12.96,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
11.31,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,1
14.8,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
14.29,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
14.44,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
15.29,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
13.29,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
12.91,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
14.74,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
15.46,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
11.6,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
13.98,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
11.52,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
9.46,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,1
13.76,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
11.94,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
13.06,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
13.12,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
10.7,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
13.94,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
15.27,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
17.06,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
13.75,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
14.79,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
13.5,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
11.54,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,1
14.62,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
12.79,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
12.88,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
15.62,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
11.37,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
15.93,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
17,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
19.91,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
14.85,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
15.13,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
14.3,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
11.88,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,1
15.18,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
14.89,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
14,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
15.93,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
13.87,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
16.57,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
16.25,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
20.52,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
14.35,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
15.44,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
13.81,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
12.8,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,1
15.72,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
15.85,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
14.52,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
17,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
12.99,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
16.1,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
14.88,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
18.52,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
10.94,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
16.65,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
13.27,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
13.46,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,1
15.6,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
18.42,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
18.62,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
17.38,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
13.83,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
16.18,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
13.5,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
16.25,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
15.75,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
18.38,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
15.92,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
