,Meeting Friends/Family (Indoor) High ,Meeting Friends/Family (Indoor) Moderate ,Meeting Friends/Family (Outdoor) High ,Meeting Friends/Family (Outdoor) Moderate ,Domestic Travel High ,Domestic Travel Moderate ,International Travel High ,International Travel Moderate ,Cafes and Restaurants High ,Cafes and Restaurants Moderate ,Pubs and Bars High ,Pubs and Bars Moderate ,Sports and Leisure High ,Sports and Leisure Moderate ,Hospitals/ Care and Nursing Home Visits High ,Hospitals/ Care and Nursing Home Visits Moderate ,Non-Essential Shops ,School Closure ,Rt<1
819,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
820,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
821,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
822,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
823,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
824,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
825,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
826,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
827,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
828,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
829,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
830,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
831,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
832,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
833,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
834,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
835,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
836,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
837,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
838,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
839,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
840,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
841,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
842,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
843,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
844,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
845,0,7,0,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,1
846,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
847,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
848,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
849,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
850,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
851,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
852,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
853,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
854,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
855,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
856,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
857,0,7,0,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,1
858,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
859,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
860,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
861,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
862,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
863,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
864,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
865,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
866,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
867,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
868,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
869,0,7,0,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,1
870,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
871,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
872,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
873,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
874,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
875,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
876,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
877,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
878,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
879,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
880,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
881,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
882,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,1
883,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
884,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
885,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
886,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
887,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
888,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
889,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
890,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
891,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
892,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
893,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
894,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,1
895,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
896,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
897,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
898,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
899,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
900,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
901,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
902,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
903,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
904,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
905,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
906,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,1
907,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
908,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
909,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
910,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
911,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
912,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
913,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
914,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
915,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
916,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
917,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
918,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,1
919,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
920,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
921,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
922,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
923,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
924,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
925,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
926,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
927,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
928,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
929,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
930,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,1
931,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
932,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
933,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
934,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
935,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
936,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
937,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
938,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
939,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
940,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
941,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
942,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,1
943,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
944,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
945,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
946,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
947,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
948,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
949,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
950,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
951,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
952,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
953,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
954,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,1
955,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
956,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
957,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
958,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
959,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
960,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
961,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
962,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
963,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
964,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
965,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
966,0,7,0,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,1
967,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
968,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
969,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
970,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
971,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
972,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
973,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
974,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
975,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
976,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
977,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
978,0,7,0,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,1
979,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
980,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
981,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
982,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
983,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
984,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
985,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
986,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
987,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
988,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
989,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
990,0,7,0,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,1
991,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
992,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
993,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
994,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
995,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
996,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
997,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
998,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
999,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1000,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1001,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
1002,0,7,0,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1003,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1004,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1005,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1006,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1007,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1008,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1009,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1010,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1011,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1012,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1013,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
1014,0,7,0,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1015,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1016,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1017,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1018,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1019,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1020,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1021,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1022,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1023,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1024,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1025,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
1026,0,7,0,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1027,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1028,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1029,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1030,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1031,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1032,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1033,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1034,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1035,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1036,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1037,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
1038,0,7,0,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1039,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1040,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1041,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1042,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1043,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1044,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1045,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1046,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1047,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1048,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1049,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
1050,0,7,0,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1051,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1052,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1053,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1054,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1055,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1056,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1057,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1058,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1059,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1060,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1061,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
1062,0,7,0,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1063,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1064,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1065,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1066,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1067,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1068,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1069,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1070,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1071,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1072,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1073,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
1074,0,7,0,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1075,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1076,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1077,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1078,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1079,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1080,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1081,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1082,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1083,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1084,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1085,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
1086,0,7,0,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1087,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1088,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1089,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1090,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1091,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1092,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1093,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1094,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1095,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1096,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1097,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
1098,0,7,0,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1099,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1100,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1101,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1102,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1103,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1104,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1105,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1106,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1107,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1108,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1109,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
1110,0,7,0,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1111,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1112,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1113,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1114,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1115,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1116,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1117,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1118,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1119,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1120,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1121,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
1122,0,7,0,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1123,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1124,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1125,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1126,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1127,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1128,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1129,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1130,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1131,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1132,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1133,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
1134,0,7,0,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1135,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1136,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1137,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1138,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1139,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1140,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
1141,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
1142,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
1143,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
1144,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
1145,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
1146,0,7,0,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1147,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
1148,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
1149,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
1150,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
1151,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,0
1152,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
1153,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
1154,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
1155,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
1156,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
1157,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
