,Meeting Friends/Family (Indoor) High ,Meeting Friends/Family (Indoor) Moderate ,Meeting Friends/Family (Outdoor) High ,Meeting Friends/Family (Outdoor) Moderate ,Domestic Travel High ,Domestic Travel Moderate ,International Travel High ,International Travel Moderate ,Cafes and Restaurants High ,Cafes and Restaurants Moderate ,Pubs and Bars High ,Pubs and Bars Moderate ,Sports and Leisure High ,Sports and Leisure Moderate ,Hospitals/ Care and Nursing Home Visits High ,Hospitals/ Care and Nursing Home Visits Moderate ,Non-Essential Shops ,School Closure ,Rt<1
476,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,0
477,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1
478,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
479,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
480,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
481,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
482,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,1
483,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
484,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
485,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,0
486,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
487,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,0
488,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,0
489,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,1
490,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
491,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
492,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
493,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
494,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,1
495,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
496,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
497,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,0
498,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
499,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,0
500,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,0
501,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,1
502,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
503,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
504,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
505,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
506,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,1
507,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
508,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
509,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,1
510,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
511,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,0
512,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,0
513,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,1
514,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
515,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,0
516,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
517,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
518,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
519,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
520,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
521,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,1
522,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
523,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
524,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
525,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
526,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
527,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
528,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
529,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
530,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
531,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
532,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
533,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,1
534,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
535,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
536,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
537,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
538,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
539,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
540,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
541,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
542,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
543,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
544,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
545,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,1
546,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
547,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
548,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
549,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
550,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
551,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
552,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
553,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
554,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
555,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
556,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
557,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,1
558,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
559,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
560,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
561,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
562,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
563,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
564,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
565,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
566,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
567,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
568,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
569,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,1
570,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
571,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
572,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
573,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
574,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
575,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
576,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
577,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
578,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
579,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
580,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
581,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
582,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
583,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
584,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
585,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
586,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
587,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
588,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
589,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
590,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
591,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
592,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
593,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
594,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
595,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
596,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
597,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
598,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
599,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
600,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
601,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
602,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
603,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
604,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
605,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
606,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
607,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
608,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
609,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
610,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
611,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
612,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
613,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
614,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
615,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
616,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
617,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
618,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
619,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
620,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
621,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
622,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
623,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
624,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
625,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
626,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
627,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
628,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
629,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
630,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
631,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
632,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
633,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
634,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
635,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
636,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
637,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
638,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
639,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
640,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
641,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
642,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
643,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
644,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
645,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
646,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
647,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
648,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
649,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
650,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
651,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
652,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
653,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
654,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
655,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
656,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
657,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
658,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
659,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
660,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
661,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
662,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
663,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
664,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
665,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
666,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
667,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
668,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
669,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
670,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
671,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
672,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
673,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
674,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
675,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
676,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
677,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
678,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
679,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
680,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
681,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
682,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
683,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
684,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
685,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
686,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
687,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
688,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
689,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
690,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
691,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
692,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
693,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
694,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
695,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
696,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
697,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
698,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
699,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
700,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
701,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
702,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
703,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
704,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
705,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
706,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
707,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
708,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
709,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
710,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
711,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
712,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
713,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
714,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
715,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
716,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
717,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
718,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
719,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
720,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
721,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
722,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
723,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
724,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
725,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
726,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
727,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
728,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
729,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
730,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
731,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
732,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
733,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
734,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
735,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
736,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
737,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
738,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
739,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
740,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
741,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
742,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
743,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
744,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
745,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
746,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
747,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
748,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
749,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
750,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
751,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
752,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
753,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
754,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
755,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
756,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
757,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
758,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
759,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
760,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
761,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
762,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
763,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
764,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
765,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
766,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
767,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
768,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
769,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
770,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
771,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
772,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
773,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
774,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
775,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
776,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
777,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
778,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
779,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
780,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
781,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
782,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
783,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
784,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
785,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
786,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
787,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
788,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
789,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
790,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
791,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
792,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
793,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
794,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
795,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
796,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
797,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
798,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
799,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
800,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
801,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
802,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
803,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
804,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
805,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
806,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
807,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
808,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
809,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
810,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
811,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
812,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
813,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
814,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
815,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
816,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
817,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
818,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1
